"","Control1","Control2","Control3","M1","M2","M3"
"Daglb",5.248116,4.13941,4.338428,3.406589,3.203226,5.085731
"Gm21708",0,0,0,0,0,0
"Gm21964",0,0,0,0,0,0
"NewGene_4413",0,0,0.167613,0.069748,0,0
"NewGene_4412",0,0,0.101671,0.125832,0.317555,0.059849
"NewGene_4411",0,0,0.108492,0.054279,0,0.164585
"NewGene_4410",1.024845,0.731568,0.804986,0.92355,0.638293,1.203442
"NewGene_4416",0.065147,0.793591,0.169585,0.064364,0.219538,0.094573
"NewGene_4415",0.260062,0.067428,0.112751,0.076799,0.688776,0.319139
"NewGene_4419",3.960247,5.148576,1.049645,0.437773,0.327168,0.519077
"C130074G19Rik",50.460407,64.453529,63.20166,65.452431,49.745079,59.950859
"Gpr132",0.217954,0.527248,0.33888,0.415524,0.305736,1.035465
"Kif13b",3.353892,4.041711,4.030958,2.662155,2.601969,3.897002
"Olfr121",0,0,0,0,0,0
"Ap5s1",8.970049,8.767879,7.26647,9.691021,11.179291,11.3216
"Gm10073",4.053296,10.154956,1.593511,10.525446,5.158049,4.921461
"Cenpb",38.045383,35.732803,35.763264,38.952583,49.806252,41.61367
"Kif26a",1.240482,1.111879,1.372793,1.042145,1.71948,1.731035
"Efcc1",0.207675,0.053158,0.301291,0.354787,0.111761,0.419565
"Myf6",12.617788,18.918861,16.722332,13.306549,17.374197,17.440163
"H2-Q4",52.379757,82.573967,63.666142,69.384026,37.05183,97.66124
"Hsd17b13",0,0,0,0,0,0
"Myocos",0,0,0.054303,0.035936,0.232309,0
"Dnah6",0.026431,0.012102,0.02537,0.025009,0.027388,0.025419
"Gm10118",0,0,0,0,0,0
"Rhpn2",7.43623,11.541503,4.441305,3.198243,3.768656,3.121452
"Cep85",3.783378,3.813984,3.588987,3.024441,4.050679,3.371818
"Tex28",0,0,0,0,0,0
"Arid5a",2.341349,3.472592,3.108838,1.915621,2.083047,2.545646
"Tbc1d16",4.754249,3.730308,5.347547,4.26511,4.910321,5.547024
"Deup1",0.29246,0.175325,0.112651,0.139576,0.085547,0.06451
"Angel1",2.18432,2.775197,1.603169,2.080961,1.604506,2.640801
"Cep57l1",0.973639,1.496233,1.938637,1.81863,1.255214,1.945148
"Fuca2",5.731197,10.818622,7.344456,6.534741,5.761741,6.038507
"Plagl1",0.979859,1.799889,3.007006,1.62323,1.323224,1.738746
"Zc2hc1b",0,0,0,0,0,0
"Ltv1",7.227458,7.646157,12.568238,8.613515,6.539158,8.069437
"Cd164",138.468338,183.889111,309.420305,188.002136,140.772934,178.021466
"Hcfc2",5.586195,5.575447,8.271682,5.53743,5.62842,6.734761
"Col6a2",32.518641,26.974263,62.529461,52.047076,29.410876,70.982032
"Nfyb",6.874754,7.931678,8.472691,8.999718,7.853091,7.784134
"Gm4450",0,0.009103,0,0,0,0
"Atpif1",53.330596,82.844254,36.440843,56.030197,31.240378,47.065274
"Samd15",0.052036,0.059788,0.021057,0.183724,0.053085,0.112834
"Cadps",0,0,0,0,0,0
"Fabp1",0,0,0.514055,0,0,0
"Pcdhgb7",2.204984,1.005573,1.466287,1.39732,0.89222,0.8667
"Trmt13",0.566752,1.218066,1.516818,0.900175,0.642492,0.521107
"Gtpbp6",9.791936,13.576255,6.438462,13.386617,11.257648,10.811254
"Gm16451",0,0,0,0,0,0
"Armcx2",3.045662,4.428619,5.082636,4.345098,2.599046,4.463457
"Terf2ip",4.830612,6.415572,6.452696,6.375036,5.538975,6.290089
"Mrpl47",8.593335,5.457179,6.776632,6.577754,9.925161,6.664401
"Rapgef6",2.266952,2.878768,3.872625,2.387742,1.634671,2.550488
"Fbxo34",5.274475,5.373687,5.820753,5.301888,4.695826,5.020427
"H2-M11",0.337112,0,0.557178,0.138538,0.228398,0.744749
"S100a11",236.533783,299.356476,446.922668,343.165558,271.919464,346.58783
"Luc7l3",15.724267,18.865666,14.306193,22.213436,16.455325,11.23556
"Cacna1g",0.509008,1.060211,0.932724,1.255932,0.337852,1.069726
"Spata20",0,0,0.054489,0.02539,0,0
"Ankrd40",46.21266,40.725391,50.779839,42.634721,53.065867,48.797735
"Abcc3",1.415708,2.421365,3.463661,1.973443,1.756207,1.880594
"Xylt2",5.303111,6.355599,6.08585,7.624726,5.979052,7.86762
"Lrrc59",42.871296,47.053482,44.141155,44.965672,36.107166,49.491165
"Cytl1",16.4083,10.328424,18.307558,10.471861,12.618458,20.931461
"Ccl20",0,0,0,0,0,0
"Gm10340",0.066245,0.062458,0.1098,0.038613,0,0.052733
"Sphkap",0.023183,0.008983,0.01813,0.014645,0.014225,0.005975
"Nhej1",4.301171,3.118119,2.430793,2.757805,4.161169,3.263412
"T",0,0,0,0,0,0
"Olr1",0.013107,0.040358,0.068087,0,0,0.027646
"Tmem52b",0,0,0,0,0,0
"Gabarapl1",75.510788,82.10025,92.826969,77.081989,80.43887,82.198212
"Rad52",2.400077,4.174456,3.326112,3.182255,3.046567,3.234609
"Klrc1",0.433326,0.290172,0.825846,0.542182,0.160936,1.05598
"Klrd1",1.598189,2.180865,1.601512,2.187649,0.925561,1.484604
"Adipor2",102.281749,94.779433,197.902008,150.458161,159.279134,142.227174
"Mydgf",23.226006,28.200476,14.625305,24.774889,20.061384,24.18906
"Ptk6",0.047962,0.101497,0.040892,0.036671,0.035515,0.084367
"Dlgap1",0.107906,0.026352,0.054773,0.144979,0.138671,0.080441
"Ctnna3",0.274509,0.07834,0.449306,0.250833,0.236189,0.160473
"Elovl3",122.082367,23.987432,18.229033,7.356293,71.274406,43.146935
"Ttll6",0,0,0,0.00845,0.037012,0
"Nup205",4.281147,4.329239,5.112107,3.664325,3.360451,4.914414
"Sult2b1",0.426494,1.229814,1.432818,0.530259,0.843354,0.373813
"Car11",3.084406,3.291764,3.268502,3.162427,4.572412,3.676219
"Nrep",14.925014,26.652527,17.858414,15.978102,17.513801,16.70047
"Alkbh6",13.798981,15.76904,11.473289,15.047819,17.718534,15.393115
"Olfr617",0,0,0,0,0,0
"Epc2",5.099829,5.458989,6.674526,4.679152,3.632833,3.223269
"Dll3",0,0,0.01543,0,0,0
"Dip2b",2.011824,2.416491,2.895873,1.998451,1.801357,2.32104
"Tmsb4x",668.836259,868.891381,513.1443,783.310951,607.760837,725.513958
"Helq",1.18118,1.734127,1.847429,1.601407,1.456055,1.517427
"Upp2",0.281137,0.297839,0,0.362079,0.325097,0.198421
"Amh",0.025411,0.064717,0,0.103311,0.229908,0.045433
"Olfm1",7.636136,8.547802,9.314235,8.885202,7.527928,12.655696
"Cytip",2.844618,5.116345,1.13231,0.997508,0.380475,2.095834
"1700007K13Rik",0.653691,0.323403,0.403552,0.122385,0.108755,0.221339
"3425401B19Rik",8.104143,4.897472,9.153443,3.706463,8.46246,7.189021
"Col5a1",5.151334,4.993832,14.210308,10.394341,4.63065,14.760866
"Acvr1",5.94464,8.998786,9.5422,5.604626,5.67205,7.627808
"Ly6a",121.35796,117.689994,215.099787,158.130089,134.21082,206.729855
"Acvr1c",2.39923,1.980001,5.620255,3.230656,3.60375,2.394085
"Fam178b",0.730872,0.710665,0.671627,1.061269,0.615376,0.862863
"Eif2b1",16.417939,18.596726,20.022675,18.053141,18.561732,18.483457
"Ddx55",2.058721,3.415881,2.750497,3.584947,2.528615,2.576889
"Cfap100",0.319902,0.451859,0.467624,0.497429,0.639855,0.423788
"Adam19",1.388575,1.656138,2.316049,1.646471,0.916788,2.771389
"2010109A12Rik",0,0,0,0,0.05858,0
"Ccng2",30.261523,28.553892,24.09824,17.027096,22.558994,20.097082
"Cep120",6.20123,7.236352,8.386417,5.694741,4.912187,7.531135
"Cxcl1",0.303236,0.522353,0.478217,0.729519,0.504121,0.531404
"Shroom3",3.583131,8.495976,2.220644,1.817696,1.265337,1.921693
"Gpat2",0,0,0.043243,0.063246,0.053314,0.030875
"NewGene_4594",1.028022,1.326734,0.775503,0.881458,0.781852,0.614963
"Hist1h4j",0.282515,0.027183,0.211141,0.511082,0.170517,0.3012
"Gne",9.62796,12.620374,9.685891,9.046665,9.189657,11.198103
"Clta",120.523271,165.696855,84.892568,117.32608,89.39569,121.418726
"Tcf21",0.613589,0.089267,0.203447,0.358074,0,0.411574
"Spaar",1.62857,2.439995,2.205434,2.633106,2.07226,2.662405
"Reck",4.522735,7.963316,9.158963,5.329155,4.462118,7.552799
"Hint2",59.139889,55.834244,27.52021,70.090355,76.219978,57.084347
"Pcdhb4",0.445743,0.379593,0.426066,0.269238,0.17392,0.30531
"Ranbp3l",0.031009,0.017684,0.691221,0.141767,0.116421,0.190531
"Olfr686",0,0,0,0,0,0
"Scn4b",14.667989,11.868432,17.32135,8.626101,19.828886,14.021848
"Timm29",20.237192,16.688152,22.57893,20.545307,22.286234,22.484728
"Olfr231",0,0,0,0,0,0
"Crip2",68.435377,101.105949,62.745847,68.215806,68.255053,77.871791
"Setd1a",3.903528,4.437001,4.814479,3.964271,4.108221,5.503943
"Plk5",0.495668,0.676075,0.463953,0.641872,0.527015,0.533569
"Sgsm3",4.625936,6.471543,4.590132,4.706528,4.218823,4.99722
"Ehbp1",2.414777,3.072924,4.998706,3.236203,2.168339,3.316877
"S100a14",0,0.810632,1.896797,1.416492,0.92402,0.268869
"Tmem183a",15.868902,15.930349,13.672191,14.268757,15.036031,13.896384
"Tas2r134",0,0,0,0,0,0
"Ppig",5.53371,5.829954,4.966255,6.020627,3.648094,3.720312
"Thsd4",0.96052,1.932519,1.491829,1.489091,0.550369,1.221852
"Imp3",35.770527,41.658119,18.87248,45.334515,39.481739,40.095184
"Hagh",55.732559,46.183339,42.290226,50.633118,68.150363,53.364559
"Gm17604",0,0,0,0,0,0
"Tle3",11.843789,15.938333,14.451428,14.500881,11.573837,18.041222
"9230102O04Rik",0.149791,1.372942,0.292994,0.298243,0.146959,0.124997
"Msh2",4.412855,6.151,7.069277,3.766381,4.452789,6.251078
"Dnaja4",20.444993,16.150947,18.504064,10.08465,15.274362,13.104526
"Zbtb9",1.548594,0.294559,3.803657,2.62155,1.608731,0.996283
"Gm595",0,0,0,0,0,0
"Meiob",0.542965,0.725721,0.308205,0.443825,0.620629,0.431503
"NewGene_3442",0,0,0,0,0,0.536703
"NewGene_3444",0.042824,0.103724,0.268672,0.398928,0,0.089472
"NewGene_3447",0.410509,0.992052,0.538484,0.847076,0.225379,0.166945
"Nxpe4",0.100511,0.205754,0.302764,0.197939,0.146471,0.298459
"NewGene_3449",0.445637,0.21399,0.240708,0.265193,0.184534,0.544492
"Gm9789",0,0,0,0,0,0
"Dnajc21",11.859596,11.065522,11.552272,13.333827,10.964666,7.240788
"Defb13",0,0,0.063782,0,0,0
"Nkx2-3",0,0,0,0,0,0
"Grsf1",53.264777,36.881077,47.630764,35.113044,55.704625,42.208067
"Txnl4b",6.973897,7.660642,8.132712,7.871716,8.328652,8.270622
"Hp",124.743614,205.036911,164.814499,282.223602,169.097855,295.751862
"Pxk",11.700062,11.20361,14.632866,11.303424,10.256187,14.43141
"Lgals3bp",55.159802,73.445794,134.555796,80.841161,74.015701,145.494825
"Rbm46",0.048677,0.113749,0.163624,0.044251,0.052535,0.102412
"D3Ertd254e",1.046514,1.3801,1.948825,1.227811,0.951992,1.207323
"Kcnk12",0.053353,0.030427,0,0.019503,0,0
"Scnn1g",2.501449,4.604776,0.441534,0.364307,0.250389,0.492435
"Ins2",0,0,0,0,0,0
"Olfr430",0,0,0,0,0,0
"Sarm1",0.231044,0.350934,0.206797,0.207757,0.182951,0.408319
"Polr2a",10.949016,14.943723,12.361694,11.530967,10.332479,17.456137
"Zfp821",3.261195,5.655525,2.820493,3.594003,3.11421,3.930176
"Olfr1055",0,0,0,0,0,0
"Olfr1056",0,0,0,0,0,0
"Olfr1066",0,0,0,0,0,0
"Olfr1057",0,0,0,0,0,0
"Olfr1058",0,0,0,0,0,0
"Olfr1061",0,0,0,0,0,0
"Ppp2r2d",24.956695,24.521783,29.137113,26.549691,28.599564,26.785376
"Gpr155",2.780615,2.757628,4.778374,3.266259,2.539119,3.390353
"Tpp2",9.28967,9.122725,12.476391,8.724071,7.908221,9.345302
"Ubac2",15.244041,14.721622,13.949061,14.045504,15.255705,17.445719
"Rabac1",155.085073,191.052429,87.9155,169.579429,170.43756,185.219887
"NewGene_2310",0.504601,0.59211,1.268918,0.304123,1.189544,0.48255
"NewGene_2317",0,0.129873,0,0,0,0
"NewGene_2314",0.497951,0.87057,0.772168,0.777955,0.698814,0.318116
"NewGene_2315",0,0,0.420879,0.226543,0.046235,0.240702
"NewGene_2318",0,0,0,0,0.131805,0
"NewGene_2319",0.530666,0.555137,0.628051,0.265418,0.566225,1.775477
"Fxyd2",7.930251,14.413781,17.390702,6.848865,8.16347,8.653921
"Olfr434",0,0,0,0,0,0
"Tas2r125",0,0,0,0,0,0
"Adad1",0,0.02508,0,0,0,0
"Il21",0,0,0,0,0,0
"Ccna2",0.899849,1.087902,1.160498,1.061674,0.543232,1.3192
"Exosc9",9.334808,11.342848,9.459102,10.79387,7.798367,10.48684
"Trpc3",0.649722,0.987617,0.768327,0.780962,0.607428,0.722188
"Acad9",18.621065,14.938647,19.084545,15.047045,16.45127,19.174063
"1810062G17Rik",0,0.074132,0.032566,0.096395,0.09766,0
"Anxa5",94.89006,90.570015,129.631271,99.232765,97.706863,132.384415
"Naalad2",2.215639,1.51854,3.404882,1.760654,1.550435,2.945422
"Wdfy3",2.452138,2.840045,5.062009,2.502892,2.476801,3.670069
"Adam6a",0,0.003664,0,0,0,0
"Olfr691",0.05067,0,0,0,0,0
"Ece2",0.047344,0,0.19482,0.019255,0.019803,0.111706
"NewGene_352",0,0.192561,0,0,0.05475,0
"Fbxl4",10.606052,12.686644,14.270296,12.53267,11.055744,12.731978
"Timd2",4.075564,5.784424,0.339231,0.291328,0.166201,0.53739
"5330417C22Rik",0.092575,0.471557,0.583545,0.237565,0.175913,0.193238
"Dtx3",10.817726,21.821882,8.298822,13.199354,13.801149,10.732326
"Slc25a28",15.440657,19.312365,13.431996,17.442997,19.363081,17.239264
"NewGene_350",0,0.066738,0,0,0,0.358964
"Gltpd2",0,0,0,0.072766,0,0.040605
"NewGene_355",4.408554,8.463563,5.280163,4.594995,11.586657,5.277662
"Gchfr",85.75856,44.371403,19.368931,51.735497,79.346603,54.132351
"Ddit4l",15.850814,24.529007,14.841889,20.504049,23.971239,15.708351
"NewGene_359",0,0.094491,0.24175,0,0,0
"Nfasc",0.322582,0.536196,0.187302,0.085015,0.109988,0.197538
"Lrrn2",1.250958,2.142371,1.882425,1.688537,1.022331,1.619925
"Pus7",4.171113,5.564528,6.792946,4.801223,4.763272,5.933423
"Olfr310",0,0,0,0,0,0
"Pik3c2b",1.461113,2.507866,1.671527,1.204644,1.536018,1.553854
"Gm5141",0.144818,0.2119,0.279867,0.358707,0.076414,0.165991
"NewGene_1159",0,0.129873,0.068938,0,0,0
"NewGene_1151",0.708861,1.020057,0.789967,0.58761,0.828803,0.274551
"NewGene_1150",0,0,0,0.268948,0,0
"Galnt2",34.849472,37.490685,37.565029,37.225155,39.350258,39.273426
"NewGene_1155",0,0,0,0,0,0.32917
"NewGene_1156",0.482998,0.433215,0.249643,0.33571,0.282704,0.403902
"Kpna6",13.309611,12.155889,16.604963,13.578246,13.030715,14.254673
"NewGene_3947",0.417163,0.814549,2.433972,1.510034,1.347715,1.229975
"NewGene_3940",0,0,0.241267,0.230843,0.040597,0.175738
"NewGene_3941",0.086605,0,0.268837,0.183792,0.090555,0
"NewGene_3943",0.119041,0.069864,0.289604,0.529398,0.027504,0.059003
"NewGene_3948",0.267846,0.117298,0,0,0.07733,0.056606
"Dus3l",8.045376,11.53286,6.698843,7.019217,8.482913,8.380106
"A430089I19Rik",0,0,0,0,0,0
"Exoc5",2.45096,2.491694,3.224288,2.832362,1.946841,1.702984
"Zfp82",0,1.45227,0.905977,0.078183,0.041332,0
"Gm21870",0,0,0,0,0,0
"Pcdhb8",0.07353,0.402905,0.305122,0.111443,0.19919,0.212717
"Cdk9",19.988136,27.801301,20.744153,28.23686,24.716844,24.588255
"6330409D20Rik",0.054659,0.078846,0.091858,0,0.054474,0.163018
"Efr3b",1.062463,1.573784,1.136249,0.823687,1.58399,1.060401
"Armh2",0.052627,0.027088,0,0,0,0
"Gm17606",0.395077,0.503697,0.528386,0.134263,0.454026,0.412098
"Paip2b",10.70595,12.673005,11.820413,9.450609,10.397084,10.714195
"Ubqln4",20.648102,21.434558,20.74378,17.436072,21.872107,21.627008
"Bicc1",2.781889,3.638336,4.459935,3.085953,2.147715,3.807549
"Rab25",11.488266,28.659121,7.63091,7.927744,5.749563,9.141769
"4430402I18Rik",2.977527,2.793347,6.054826,3.80567,5.239719,3.806798
"Krt2",0,0,0,0,0,0
"Pitpna",33.414955,41.770199,35.102087,30.289274,26.945306,32.383751
"Gm21497",0,0,0,0,0,0
"Gm9944",0,0,0,0,0,0
"Olfr473",0,0,0,0,0,0
"Hist1h2bn",4.241637,2.966623,0.857864,2.27907,3.418344,1.876748
"Btbd35f3",0,0,0,0,0,0
"Olfr1338",0,0,0,0,0,0
"Kdelr3",2.752392,1.97371,3.612195,3.792641,1.554223,4.970776
"Vmn2r84",0,0.007733,0.005068,0,0,0
"Prickle4",0.117819,0.067978,0.005592,0.314637,0.150157,0.235072
"Smlr1",0,0,0,0,0,0
"Ap2a2",20.627939,20.484783,22.516243,21.840206,21.741499,29.135767
"Gfra4",4.122009,4.658563,3.357827,5.457702,5.846626,3.659296
"Limch1",5.574761,3.988559,7.057111,2.771895,4.63264,4.480853
"Actrt3",0,0,0,0,0.018416,0
"Gm4894",0,0,0,0,0,0
"Syne3",0.740474,0.638143,1.411432,0.647129,1.319778,0.95011
"Mynn",3.359242,3.693897,4.688551,3.628836,2.918726,2.794701
"Themis2",2.186316,2.424644,3.344812,2.400881,1.878696,4.665874
"Nek5",0.166601,0.172768,0.030817,0.067125,0,0
"NewGene_925",0.076879,0.199288,0.236455,0.880126,0.241398,0.370574
"NewGene_926",0.06117,0.045304,0.172486,0.23017,0.245371,0.100282
"NewGene_927",0.259807,0,0.232487,0,0.137114,0
"NewGene_921",0.14742,0.175388,0.17416,0.151059,0.352879,0.133969
"NewGene_922",1.431575,1.393322,1.339578,1.223955,0.984919,1.336718
"Gm21409",0,0,0,0,0,0
"Gm20867",0,0,0,0,0,0
"Trim43b",0.023799,0.043813,0.032011,0.123179,0.04714,0
"Sap25",0.018078,0.13875,0.122157,0.0576,0.065022,0.063939
"Tlr5",1.649724,2.002735,3.072076,1.170039,1.22473,2.44345
"Gm15130",0,0,0,0,0,0
"Cd209g",11.050323,10.750587,13.600766,15.244265,6.699285,25.007927
"Slc35b2",24.54902,31.896937,18.315095,26.462793,26.012372,26.12058
"NewGene_1635",0,0,0.161998,0.172091,0,0
"NewGene_1630",0.042156,0,0,0,0,0
"NewGene_1631",0.358956,0.132588,0,0.170397,0.108842,0.676686
"Prr32",1.019107,2.823389,13.753064,4.012296,1.714172,6.554789
"NewGene_1633",0,0.066549,0,0.600958,0,0.102912
"Akt3",3.93989,4.400432,5.862433,3.248486,2.853347,4.076069
"Olfr947-ps1",0,0,0,0,0,0
"NewGene_3163",0.490167,0.976761,0.600372,1.071459,0.359363,0.288741
"NewGene_3164",0.46319,1.631165,2.220733,2.901916,0.790198,2.198796
"Itga5",4.011849,4.736742,6.566043,4.968259,4.101928,6.852557
"Mrgprg",15.593061,0.375943,0.898342,0.120868,0.088955,2.489389
"Tmem220",3.08901,2.753068,4.001155,3.746835,2.918816,3.26398
"Prag1",5.307542,7.902544,8.637706,10.062013,5.355979,11.668674
"Zfp385a",23.474107,21.420085,21.313352,28.315405,24.507084,32.724748
"Sirt2",36.362998,35.808768,41.841771,32.656579,40.27519,38.637934
"Tulp2",0.050347,0.164165,0.124948,0.140704,0.031763,0.059173
"Actn1",10.253412,13.963199,15.020205,8.918663,8.100061,13.048077
"Rab12",41.473098,34.816545,48.064089,35.021741,43.61616,39.91029
"Erbb4",0.101378,0.236742,0.0805,0.088011,0.084128,0.05431
"Vmn2r7",0,0,0,0,0,0
"Prl3d3",0,0,0,0,0,0
"Btbd9",1.938996,1.993871,2.013268,2.043329,1.868811,2.080165
"Gspt1",23.355623,24.276121,31.279154,23.277288,19.178219,27.342889
"Olfr1373",0,0,0,0,0,0
"Pebp4",0,0.103393,0.078603,0,0.038234,0
"BC055324",0.213873,0.2585,0.386592,0.323453,0.083646,0.211788
"Ap1s2",9.283562,9.860664,14.235289,9.701672,8.96079,9.646365
"Wapl",11.23702,11.47861,13.481155,12.674207,9.337802,7.199745
"Zfp275",2.17772,3.069122,4.50378,3.704125,2.480906,3.374977
"Grpr",0,0,0,0,0,0
"Xlr4c",0.529453,0.963081,0.255778,0.123059,0.088352,0.218955
"Ctps2",8.855222,10.887705,17.834788,10.96574,9.924422,12.784593
"Dcaf7",8.290101,9.943131,10.588129,7.774825,7.484699,10.002927
"Duxf3",0,0,0,0,0,0
"Cypt12",0,0,0,0,0,0
"Vmn1r173",0,0,0,0,0,0
"Vmn1r218",0,0,0,0,0,0
"Scgb1b20",0,0,0,0,0,0
"Vmn1r81",0,0,0,0,0,0
"Gm8994",0,0,0,0,0,0
"Mrgpre",0.644395,0.758104,0.714797,0.329553,0.40067,0.863799
"Olfr943",0,0,0,0,0,0
"NewGene_5644",0.22304,0.234948,0.397052,0.368021,0.15767,0.249258
"NewGene_5647",1.328057,0.84809,1.109997,1.342173,1.477549,1.33149
"NewGene_5646",1.636052,0.609368,0.611005,0.922142,0.85172,0.841789
"Gsc2",0,0,0,0,0.084346,0.042129
"Zfp408",1.139003,2.208642,1.817085,1.474353,1.340086,1.459005
"NewGene_5642",0.350708,0,0,0,0,0
"Focad",2.95449,3.175102,3.47956,2.448604,2.254572,3.839278
"Ncoa6",4.656431,5.516155,7.080583,3.983189,3.725457,5.49692
"Fbxo25",7.472659,8.648322,7.435197,6.535886,5.455696,8.014554
"Lasp1",26.239255,40.043145,43.913503,35.079862,25.690521,43.242827
"Efemp1",35.131792,36.48753,102.362774,59.407968,34.605267,65.997508
"Pnpt1",10.421821,8.065949,11.292951,7.950545,8.80578,7.113884
"Cfap36",6.253146,8.980389,9.126977,11.784843,5.955205,5.570772
"Ppp4r3b",10.925659,9.534774,13.264344,11.537365,7.885182,6.540697
"Rps27a",305.437782,518.569778,210.07983,422.68576,270.570755,286.630745
"Clhc1",0,0,0,0,0,0.01788
"Prl2c2",0,0,0,0,0,0
"Mylk2",46.905281,51.615231,57.235195,40.919914,59.62793,59.28458
"Myl7",0.064197,0,0,0,0,0.083129
"Fuca1",27.779627,27.151461,30.638252,30.528633,32.595013,37.005161
"Hmgcl",32.679234,31.701792,25.49453,31.191593,38.685024,31.784201
"Gale",18.584644,22.124966,12.695044,25.879786,17.719733,16.768992
"Lypla2",28.752031,35.122856,20.491625,34.385345,31.59391,33.769346
"Rnf220",16.137549,24.532935,16.584601,20.207332,19.491265,23.087245
"Srsf10",20.618998,22.921758,27.194563,22.938997,17.641217,16.653359
"Pnrc2",42.681997,47.859571,47.744374,38.946606,35.900879,35.532297
"Kif2c",0.171652,0.075355,0.205123,0.146918,0.041554,0.499141
"Prc1",0.435956,0.865283,0.739021,0.296533,0.180759,0.560584
"Cnst",20.214371,15.625571,16.822697,17.696554,21.309429,16.443939
"Dusp14",6.428343,7.663845,4.183902,4.337046,5.035352,3.720782
"Fn3k",12.279117,10.502357,4.878852,5.687139,12.575992,7.165928
"Wdr45b",15.018582,17.913399,17.267454,17.652782,17.398217,17.777073
"Ankrd2",24.779604,16.770479,25.069416,5.985626,28.203695,17.006586
"Ubtd1",13.723783,15.621821,9.355182,16.044207,13.733309,14.307806
"Rab40b",3.623026,4.671863,4.649675,6.195853,4.5416,4.969039
"Pi4k2a",11.325893,11.615421,11.08676,11.359069,11.137414,13.670802
"Mtg1",17.124472,11.920874,12.879017,15.108958,22.518023,20.044991
"Acat1",143.005142,74.429031,106.989601,75.154266,145.887253,107.304337
"Abhd12",33.785304,34.961795,43.91298,39.507284,37.257626,47.633303
"Siglecf",0.019977,0.014945,0,0,0,0
"Rpusd4",7.384034,8.49048,6.716506,6.863423,7.99046,6.827121
"Srpr",51.597939,54.264909,61.367234,46.188892,54.161587,58.25701
"Tirap",4.688044,4.372503,6.567073,5.445229,4.079366,4.46259
"Dcps",10.605652,16.199953,12.578957,13.397538,11.233051,14.042024
"Pyroxd2",3.9835,7.114697,5.436234,6.821964,4.2154,6.070416
"Casc4",1.706177,2.180187,3.465984,1.915261,1.384444,2.250184
"Olfr725",0,0,0,0,0,0
"Olfr742",0,0,0,0,0,0
"Stx7",14.190935,16.720356,19.81918,15.167048,13.542064,19.297498
"Map7",4.226037,6.794251,3.043356,2.684706,2.228278,2.597113
"Ctgf",13.90436,26.907188,19.023116,10.743588,9.350626,15.627955
"Mtfr2",0.206356,0.165619,0.18504,0.191951,0.126509,0.098371
"Pde7b",2.980382,2.509567,4.043515,1.782473,5.041914,2.553293
"Pom121",5.143978,5.579442,5.882592,6.034656,5.673454,6.766857
"Rab4b",13.404553,16.230078,13.290333,19.131756,14.918983,19.903456
"AI854703",0.245569,0.408898,0.440356,0.154189,0.455463,0.339592
"Rpp40",2.11688,1.907055,1.755254,1.574237,1.821804,1.74774
"Fam217a",0.461965,0.675321,0.994698,0.678078,0.520628,0.765265
"4933417A18Rik",0.066527,0.112236,0.104117,0.16071,0.102296,0.034249
"Eci3",9.978136,11.407614,15.63535,12.288109,12.358484,14.536753
"Olfr633",0,0,0,0,0,0
"Olfr646",0,0,0,0,0,0
"Olfr641",0,0,0,0,0,0
"Prpf4b",6.080071,7.592937,8.922547,7.659101,6.203266,5.324767
"Fam183b",0.106388,0.100783,0.723073,0.277486,0,0.150942
"Ugt3a2",0.053231,0.11978,0.396112,0.049771,0.136898,0.213134
"H2al1k",0.025787,0.106445,0,0.037881,0,0
"NewGene_4482",0.044904,0.057885,0.061938,0.23691,0,0.040013
"Sox14",0,0,0.17776,0.121124,0.019148,0.161716
"Ptrh1",2.204724,2.656908,1.354252,4.835855,3.218106,3.527741
"Gm5114",0,0,0,0,0,0
"Pcdhga10",0.661986,0.415557,0.918576,1.4396,0.51444,0.554689
"Pebp1",185.861545,169.769918,98.407011,158.205109,194.965261,158.884262
"Ap4b1",4.771147,5.23015,4.466795,4.290195,4.511445,5.147365
"NewGene_268",0.103246,0.322375,0.535625,0.460434,0.070327,0.23789
"NewGene_264",0.363999,0.087323,0.303876,0,0.167737,0.179072
"NewGene_262",5.407194,6.987146,5.814875,6.343428,5.03052,4.853497
"4930430A15Rik",0,0,0,0,0,0
"NewGene_4485",0.057711,0,0.226597,0.269289,0,0
"Gm29049",0,0,0,0,0,0
"Sprr2k",0,0,0,0,0,0
"Ceacam20",0.034852,0.166119,0.065467,0.013783,0,0.017097
"Dnajb8",0,0,0,0,0,0
"Cracr2b",26.683255,61.271932,12.358635,23.564128,18.25109,19.390543
"Trim30b",0,0,0,0,0.007164,0
"Moxd2",0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0
"2210010C04Rik",0,0,0.109708,0,0,0
"Ihh",0,0,0.020374,0.046423,0.080108,0.072156
"NewGene_489",0,0,0.167613,0,0,0
"NewGene_488",0,0.129873,0,0,0,0
"Tmem254c",8.438778,11.997413,6.361333,7.898274,8.887596,8.68979
"NewGene_481",2.722774,2.995458,3.944504,4.094281,4.463414,4.281964
"NewGene_480",0,0,0,0,0,0.222281
"NewGene_487",0.222046,0.864648,0.126485,0.206124,0.032342,0.100788
"NewGene_486",0,0,0,0.134474,0,0
"Atg4b",7.931766,9.025333,9.889281,9.021338,7.99908,9.84858
"Lrrc28",3.613261,3.650081,4.164417,3.496155,4.486335,3.768761
"Ttc23",3.596874,4.445822,3.890009,3.7554,2.902985,4.918219
